name,category,meal_type,food_type,food_group,difficulty,cook_time_mins,calories,protein,carbohydrate,fat,portion_min,portion_typical,portion_max,role,cuisine,description,tags,source
Onigiri,recipe,Snack; Lunch,vegan,veg_raw,Easy,14,135,2.7,19.9,5.4,0.5,1.0,1.5,side,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Onigiri
Phool Gobi,recipe,Lunch; Dinner,veg,veg_curry,Easy,23,171,4.8,17.1,9.5,0.5,1.0,1.5,anchor_veg,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Phool_Gobi
Cobb Salad,recipe,Lunch; Dinner,non-veg,veg_raw,Easy,14,157,3.1,23.0,6.3,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Cobb_Salad
Dim Sum,recipe,Snack,veg,veg_raw,Medium,15,150,3.0,22.0,6.0,0.5,1.0,1.5,side,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Dim_Sum
Lamb Chops,recipe,Lunch; Dinner,non-veg,kabab,Medium,40,308,19.8,11.0,19.8,0.5,1.0,1.5,anchor_protein,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Lamb_Chops
Curd Rice,recipe,Lunch; Dinner,dairy,rice,Easy,23,219,4.0,39.9,4.0,0.5,1.0,1.5,anchor_starch,indian,"A traditional Indian rice prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",energy rich;carb conscious;comfort food;sustained energy;hearty,https://en.wikipedia.org/wiki/Curd_Rice
Muhammara,recipe,Snack; Lunch,vegan,veg_raw,Easy,14,135,2.7,19.9,5.4,0.5,1.0,1.5,side,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Muhammara
Omelette,recipe,Breakfast,egg,egg,Easy,14,209,11.4,5.7,14.2,0.5,1.0,1.5,complete_meal,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Omelette
Lemon Chicken,recipe,Lunch; Dinner,non-veg,chicken,Medium,35,286,24.2,8.8,15.4,0.5,1.0,1.5,anchor_protein,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Lemon_Chicken
Gyoza,recipe,Snack; Dinner,veg,veg_raw,Medium,15,150,3.0,22.0,6.0,0.5,1.0,1.5,side,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Gyoza
Boiled Eggs,recipe,Breakfast,egg,egg,Easy,14,209,11.4,5.7,14.2,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Boiled_Eggs
Gajar Ka Halwa,recipe,Lunch; Dinner,dairy,veg_raw,Medium,15,158,3.2,23.1,6.3,0.5,1.0,1.5,side,indian,"A traditional Indian veg_raw prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Gajar_Ka_Halwa
Ratatouille,recipe,Lunch; Dinner,vegan,veg_curry,Medium,25,171,4.8,17.1,9.5,0.5,1.0,1.5,anchor_veg,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Ratatouille
Burrito Bowl,recipe,Lunch; Dinner,non-veg,rice,Easy,23,230,4.2,41.8,4.2,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Burrito_Bowl
Yakitori,recipe,Snack,non-veg,chicken,Medium,35,286,24.2,8.8,15.4,0.5,1.0,1.5,anchor_protein,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Yakitori
Lauki Kofta,recipe,Lunch; Dinner,veg,veg_curry,Medium,25,180,5.0,18.0,10.0,0.5,1.0,1.5,anchor_veg,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Lauki_Kofta
Dolma,recipe,Lunch; Dinner,vegan,veg_curry,Medium,25,171,4.8,17.1,9.5,0.5,1.0,1.5,anchor_veg,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Dolma
Sweet and Sour Pork,recipe,Lunch; Dinner,non-veg,kabab,Medium,40,308,19.8,11.0,19.8,0.5,1.0,1.5,anchor_protein,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Sweet_and_Sour_Pork
Egg Cutlet,recipe,Breakfast,egg,veg_curry,Easy,23,171,4.8,17.1,9.5,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Cutlet
Baklava,recipe,Snack,veg,veg_raw,Hard,16,165,3.3,24.2,6.6,0.5,1.0,1.5,side,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Baklava
Hummus Bowl,recipe,Lunch; Dinner,vegan,veg_raw,Easy,14,135,2.7,19.9,5.4,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Hummus_Bowl
Miso Glazed Salmon,recipe,Lunch; Dinner,non-veg,fish,Medium,30,242,22.0,6.6,13.2,0.5,1.0,1.5,anchor_protein,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Miso_Glazed_Salmon
Gulab Jamun,recipe,Lunch; Dinner,dairy,veg_raw,Medium,15,158,3.2,23.1,6.3,0.5,1.0,1.5,side,indian,"A traditional Indian veg_raw prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Gulab_Jamun
Quiche Lorraine,recipe,Lunch; Dinner,egg,egg,Hard,16,242,13.2,6.6,16.5,0.5,1.0,1.5,complete_meal,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Quiche_Lorraine
Congee,recipe,Breakfast,veg,grain_breakfast,Easy,19,228,5.7,36.1,6.6,0.5,1.0,1.5,complete_meal,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Congee
Knafeh,recipe,Snack,dairy,veg_raw,Hard,16,173,3.5,25.4,6.9,0.5,1.0,1.5,side,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Knafeh
Acai Bowl,recipe,Breakfast; Snack,vegan,fruit,Easy,9,162,2.7,31.6,1.8,0.5,1.0,1.5,beverage,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",refreshing;hydrating;light;aromatic;soothing,https://en.wikipedia.org/wiki/Acai_Bowl
Pork Ribs,recipe,Lunch; Dinner,non-veg,kabab,Hard,44,339,21.8,12.1,21.8,0.5,1.0,1.5,anchor_protein,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Pork_Ribs
Mapo Tofu,recipe,Lunch; Dinner,veg,veg_curry,Medium,25,180,5.0,18.0,10.0,0.5,1.0,1.5,anchor_protein,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Mapo_Tofu
Soba Noodles,recipe,Lunch; Dinner,vegan,pasta,Easy,23,289,9.0,43.3,9.0,0.5,1.0,1.5,complete_meal,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Soba_Noodles
Rasmalai,recipe,Lunch; Dinner,dairy,veg_raw,Medium,15,158,3.2,23.1,6.3,0.5,1.0,1.5,side,indian,"A traditional Indian veg_raw prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Rasmalai
Lamb Kofta,recipe,Lunch; Dinner,non-veg,kabab,Medium,40,308,19.8,11.0,19.8,0.5,1.0,1.5,anchor_protein,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Lamb_Kofta
Egg Kofta,recipe,Breakfast,egg,veg_curry,Easy,23,171,4.8,17.1,9.5,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Kofta
Falafel Bowl,recipe,Lunch; Dinner,vegan,veg_raw,Easy,14,135,2.7,19.9,5.4,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Falafel_Bowl
Peking Duck,recipe,Lunch; Dinner,non-veg,chicken,Hard,38,315,26.6,9.7,16.9,0.5,1.0,1.5,anchor_protein,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Peking_Duck
Udon Noodles,recipe,Lunch; Dinner,veg,pasta,Easy,23,304,9.5,45.6,9.5,0.5,1.0,1.5,complete_meal,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Udon_Noodles
Karela Masala,recipe,Lunch; Dinner,veg,veg_curry,Medium,25,180,5.0,18.0,10.0,0.5,1.0,1.5,anchor_veg,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Karela_Masala
Fish and Chips,recipe,Lunch; Dinner,non-veg,fish,Medium,30,242,22.0,6.6,13.2,0.5,1.0,1.5,complete_meal,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Fish_and_Chips
Moong Dal Halwa,recipe,Lunch; Dinner,dairy,veg_raw,Hard,16,173,3.5,25.4,6.9,0.5,1.0,1.5,side,indian,"A traditional Indian veg_raw prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Moong_Dal_Halwa
Mujaddara,recipe,Lunch; Dinner,vegan,rice,Easy,23,199,3.6,36.1,3.6,0.5,1.0,1.5,complete_meal,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Mujaddara
Char Siu,recipe,Lunch; Dinner,non-veg,kabab,Hard,44,339,21.8,12.1,21.8,0.5,1.0,1.5,anchor_protein,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Char_Siu
Buddha Bowl,recipe,Lunch; Dinner,vegan,veg_raw,Easy,14,135,2.7,19.9,5.4,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Buddha_Bowl
Yakisoba,recipe,Lunch; Dinner,veg,pasta,Medium,25,320,10.0,48.0,10.0,0.5,1.0,1.5,complete_meal,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Yakisoba
Egg Bhurji,recipe,Breakfast,egg,egg,Easy,14,209,11.4,5.7,14.2,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian egg prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Bhurji
Beef Bourguignon,recipe,Lunch; Dinner,non-veg,kabab,Hard,44,339,21.8,12.1,21.8,0.5,1.0,1.5,complete_meal,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Beef_Bourguignon
Chilli Garlic Noodles,recipe,Lunch; Dinner,veg,pasta,Easy,23,304,9.5,45.6,9.5,0.5,1.0,1.5,complete_meal,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Chilli_Garlic_Noodles
Grain Bowl,recipe,Lunch; Dinner,vegan,veg_raw,Easy,14,135,2.7,19.9,5.4,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Grain_Bowl
Chicken Katsu,recipe,Lunch; Dinner,non-veg,chicken,Medium,35,286,24.2,8.8,15.4,0.5,1.0,1.5,complete_meal,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Chicken_Katsu
Badam Milk,recipe,Snack; Breakfast,dairy,drink,Easy,9,120,4.0,18.0,3.0,0.5,1.0,1.5,beverage,indian,"A traditional Indian drink prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",refreshing;hydrating;light;aromatic;soothing,https://en.wikipedia.org/wiki/Badam_Milk
Egg Patty,recipe,Breakfast,egg,chaat,Easy,19,266,7.6,36.1,9.5,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian chaat prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Patty
Dum Aloo,recipe,Lunch; Dinner,veg,veg_curry,Medium,25,180,5.0,18.0,10.0,0.5,1.0,1.5,anchor_veg,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Dum_Aloo
Beef Wellington,recipe,Lunch; Dinner,non-veg,kabab,Hard,44,339,21.8,12.1,21.8,0.5,1.0,1.5,complete_meal,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Beef_Wellington
Egg Sandwich,recipe,Breakfast,egg,toast,Easy,14,266,9.5,28.5,11.4,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian toast prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Sandwich
Sweet Lassi,recipe,Snack,dairy,drink,Easy,9,120,4.0,18.0,3.0,0.5,1.0,1.5,beverage,indian,"A traditional Indian drink prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",refreshing;hydrating;light;aromatic;soothing,https://en.wikipedia.org/wiki/Sweet_Lassi
Maqluba,recipe,Lunch; Dinner,non-veg,rice,Hard,27,266,4.8,48.4,4.8,0.5,1.0,1.5,complete_meal,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Maqluba
Bhindi Do Pyaza,recipe,Lunch; Dinner,veg,veg_curry,Medium,25,180,5.0,18.0,10.0,0.5,1.0,1.5,anchor_veg,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Bhindi_Do_Pyaza
Egg Vada,recipe,Breakfast,egg,south_indian,Medium,20,180,4.0,32.0,4.0,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian south_indian prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Vada
Masala Chai,recipe,Snack; Breakfast,dairy,drink,Easy,9,120,4.0,18.0,3.0,0.5,1.0,1.5,beverage,indian,"A traditional Indian drink prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",refreshing;hydrating;light;aromatic;soothing,https://en.wikipedia.org/wiki/Masala_Chai
Egg Roll,recipe,Breakfast,egg,roti,Medium,25,220,5.0,35.0,6.0,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian roti prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Roll
Triple Schezwan Rice,recipe,Lunch; Dinner,veg,rice,Medium,25,220,4.0,40.0,4.0,0.5,1.0,1.5,complete_meal,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Triple_Schezwan_Rice
Tuna Salad,recipe,Lunch; Dinner,non-veg,veg_raw,Easy,14,157,3.1,23.0,6.3,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Tuna_Salad
Paneer Korma,recipe,Lunch; Dinner,dairy,paneer,Medium,30,294,14.7,12.6,18.9,0.5,1.0,1.5,anchor_protein,indian,"A traditional Indian paneer prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Paneer_Korma
Jaljeera,recipe,Snack,vegan,drink,Easy,9,108,3.6,16.2,2.7,0.5,1.0,1.5,beverage,indian,"A traditional Indian drink prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",refreshing;hydrating;light;aromatic;soothing,https://en.wikipedia.org/wiki/Jaljeera
Egg Korma,recipe,Breakfast,egg,egg,Medium,15,220,12.0,6.0,15.0,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian egg prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Korma
Bharwa Karela,recipe,Lunch; Dinner,veg,veg_curry,Hard,27,198,5.5,19.8,11.0,0.5,1.0,1.5,anchor_veg,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Bharwa_Karela
Kibbeh,recipe,Lunch; Dinner,non-veg,kabab,Hard,44,339,21.8,12.1,21.8,0.5,1.0,1.5,complete_meal,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Kibbeh
Tonkatsu,recipe,Lunch; Dinner,non-veg,kabab,Medium,40,308,19.8,11.0,19.8,0.5,1.0,1.5,complete_meal,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Tonkatsu
Osso Buco,recipe,Lunch; Dinner,non-veg,kabab,Hard,44,339,21.8,12.1,21.8,0.5,1.0,1.5,complete_meal,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Osso_Buco
Egg Spring Roll,recipe,Breakfast,egg,chaat,Medium,20,280,8.0,38.0,10.0,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian chaat prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Spring_Roll
Aam Panna,recipe,Snack,vegan,drink,Easy,9,108,3.6,16.2,2.7,0.5,1.0,1.5,beverage,indian,"A traditional Indian drink prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",refreshing;hydrating;light;aromatic;soothing,https://en.wikipedia.org/wiki/Aam_Panna
Paneer Pasanda,recipe,Lunch; Dinner,dairy,paneer,Hard,33,323,16.2,13.9,20.8,0.5,1.0,1.5,anchor_protein,indian,"A traditional Indian paneer prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Paneer_Pasanda
Veg Kolhapuri,recipe,Lunch; Dinner,veg,veg_curry,Hard,27,198,5.5,19.8,11.0,0.5,1.0,1.5,anchor_veg,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Veg_Kolhapuri
Egg Paratha,recipe,Breakfast,egg,roti,Medium,25,220,5.0,35.0,6.0,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian roti prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Paratha
Turkey Sandwich,recipe,Snack; Breakfast,non-veg,toast,Easy,14,293,10.5,31.4,12.5,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Turkey_Sandwich
Navratan Korma,recipe,Lunch; Dinner,veg,veg_curry,Hard,27,198,5.5,19.8,11.0,0.5,1.0,1.5,anchor_veg,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Navratan_Korma
