name,category,meal_type,food_type,food_group,difficulty,cook_time_mins,calories,protein,carbohydrate,fat,portion_min,portion_typical,portion_max,role,cuisine,description,tags,source
Laal Maas,recipe,Lunch; Dinner,non-veg,kabab,Hard,44,339,21.8,12.1,21.8,0.5,1.0,1.5,anchor_protein,indian,"A traditional Indian kabab prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Laal_Maas
Green Moong Dal,recipe,Lunch; Dinner,vegan,dal,Easy,33,180,9.0,25.3,4.5,0.5,1.0,1.5,anchor_protein,indian,"A traditional Indian dal prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Green_Moong_Dal
Egg Frankie,recipe,Breakfast,egg,chaat,Easy,19,266,7.6,36.1,9.5,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian chaat prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Frankie
Gobi Matar,recipe,Lunch; Dinner,veg,veg_curry,Easy,23,171,4.8,17.1,9.5,0.5,1.0,1.5,anchor_veg,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Gobi_Matar
Bangers and Mash,recipe,Lunch; Dinner,non-veg,kabab,Easy,38,293,18.8,10.5,18.8,0.5,1.0,1.5,complete_meal,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Bangers_and_Mash
Bajra Roti,recipe,Lunch; Dinner,vegan,roti,Easy,23,199,4.5,31.6,5.4,0.5,1.0,1.5,anchor_starch,indian,"A traditional Indian roti prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",energy rich;carb conscious;comfort food;sustained energy;hearty,https://en.wikipedia.org/wiki/Bajra_Roti
Chicken Vindaloo,recipe,Lunch; Dinner,non-veg,chicken,Hard,38,315,26.6,9.7,16.9,0.5,1.0,1.5,anchor_protein,indian,"A traditional Indian chicken prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Chicken_Vindaloo
Nicoise Salad,recipe,Lunch; Dinner,non-veg,veg_raw,Easy,14,157,3.1,23.0,6.3,0.5,1.0,1.5,complete_meal,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Nicoise_Salad
Dahi Aloo,recipe,Lunch; Dinner,veg,veg_curry,Easy,23,171,4.8,17.1,9.5,0.5,1.0,1.5,anchor_veg,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Dahi_Aloo
Jowar Roti,recipe,Lunch; Dinner,vegan,roti,Easy,23,199,4.5,31.6,5.4,0.5,1.0,1.5,anchor_starch,indian,"A traditional Indian roti prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",energy rich;carb conscious;comfort food;sustained energy;hearty,https://en.wikipedia.org/wiki/Jowar_Roti
Pumpkin Soup,recipe,Snack; Dinner,veg,soup,Easy,23,114,3.8,15.2,3.8,0.5,1.0,1.5,side,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Pumpkin_Soup
Grilled Salmon,recipe,Lunch; Dinner,non-veg,fish,Easy,28,230,20.9,6.3,12.5,0.5,1.0,1.5,anchor_protein,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Grilled_Salmon
Egg Pulao,recipe,Breakfast,egg,rice,Easy,23,209,3.8,38.0,3.8,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian rice prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Pulao
Kulfi,recipe,Lunch; Dinner,dairy,veg_raw,Easy,14,150,3.0,21.9,6.0,0.5,1.0,1.5,side,indian,"A traditional Indian veg_raw prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Kulfi
Wonton Soup,recipe,Snack; Dinner,non-veg,soup,Medium,25,132,4.4,17.6,4.4,0.5,1.0,1.5,side,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Wonton_Soup
Kulcha,recipe,Lunch; Dinner,veg,roti,Medium,25,220,5.0,35.0,6.0,0.5,1.0,1.5,anchor_starch,indian,"A traditional Indian roti prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",energy rich;carb conscious;comfort food;sustained energy;hearty,https://en.wikipedia.org/wiki/Kulcha
Cream of Mushroom Soup,recipe,Snack; Dinner,veg,soup,Easy,23,114,3.8,15.2,3.8,0.5,1.0,1.5,side,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Cream_of_Mushroom_Soup
Egg Keema,recipe,Breakfast,egg,egg,Easy,14,209,11.4,5.7,14.2,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian egg prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Keema
Steak Diane,recipe,Lunch; Dinner,non-veg,kabab,Medium,40,308,19.8,11.0,19.8,0.5,1.0,1.5,anchor_protein,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Steak_Diane
Roomali Roti,recipe,Lunch; Dinner,vegan,roti,Easy,23,199,4.5,31.6,5.4,0.5,1.0,1.5,anchor_starch,indian,"A traditional Indian roti prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",energy rich;carb conscious;comfort food;sustained energy;hearty,https://en.wikipedia.org/wiki/Roomali_Roti
Garlic Chicken,recipe,Lunch; Dinner,non-veg,chicken,Easy,33,272,23.0,8.4,14.6,0.5,1.0,1.5,anchor_protein,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Garlic_Chicken
Wiener Schnitzel,recipe,Lunch; Dinner,non-veg,kabab,Medium,40,308,19.8,11.0,19.8,0.5,1.0,1.5,complete_meal,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Wiener_Schnitzel
Manchow Soup,recipe,Snack; Dinner,veg,soup,Easy,23,114,3.8,15.2,3.8,0.5,1.0,1.5,side,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Manchow_Soup
Egg Toast,recipe,Breakfast,egg,toast,Easy,14,266,9.5,28.5,11.4,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian toast prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Toast
French Onion Soup,recipe,Snack; Dinner,veg,soup,Medium,25,120,4.0,16.0,4.0,0.5,1.0,1.5,side,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/French_Onion_Soup
Kala Chana,recipe,Lunch; Dinner,vegan,dal,Easy,33,180,9.0,25.3,4.5,0.5,1.0,1.5,anchor_protein,indian,"A traditional Indian dal prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Kala_Chana
Sweet and Sour Chicken,recipe,Lunch; Dinner,non-veg,chicken,Medium,35,286,24.2,8.8,15.4,0.5,1.0,1.5,anchor_protein,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Sweet_and_Sour_Chicken
Shepherds Pie,recipe,Lunch; Dinner,non-veg,kabab,Medium,40,308,19.8,11.0,19.8,0.5,1.0,1.5,complete_meal,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Shepherds_Pie
Jeera Aloo,recipe,Lunch; Dinner,veg,veg_curry,Easy,23,171,4.8,17.1,9.5,0.5,1.0,1.5,anchor_veg,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Jeera_Aloo
Falooda,recipe,Lunch; Dinner,dairy,veg_raw,Medium,15,158,3.2,23.1,6.3,0.5,1.0,1.5,side,indian,"A traditional Indian veg_raw prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Falooda
Mutabbal,recipe,Snack; Lunch,vegan,veg_raw,Easy,14,135,2.7,19.9,5.4,0.5,1.0,1.5,side,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Mutabbal
Kung Pao Chicken,recipe,Lunch; Dinner,non-veg,chicken,Medium,35,286,24.2,8.8,15.4,0.5,1.0,1.5,anchor_protein,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Kung_Pao_Chicken
Scrambled Eggs,recipe,Breakfast,egg,egg,Easy,14,209,11.4,5.7,14.2,0.5,1.0,1.5,complete_meal,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Scrambled_Eggs
Onigiri,recipe,Snack; Lunch,vegan,veg_raw,Easy,14,135,2.7,19.9,5.4,0.5,1.0,1.5,side,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Onigiri
Phool Gobi,recipe,Lunch; Dinner,veg,veg_curry,Easy,23,171,4.8,17.1,9.5,0.5,1.0,1.5,anchor_veg,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Phool_Gobi
Cobb Salad,recipe,Lunch; Dinner,non-veg,veg_raw,Easy,14,157,3.1,23.0,6.3,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Cobb_Salad
Dim Sum,recipe,Snack,veg,veg_raw,Medium,15,150,3.0,22.0,6.0,0.5,1.0,1.5,side,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Dim_Sum
Lamb Chops,recipe,Lunch; Dinner,non-veg,kabab,Medium,40,308,19.8,11.0,19.8,0.5,1.0,1.5,anchor_protein,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Lamb_Chops
Curd Rice,recipe,Lunch; Dinner,dairy,rice,Easy,23,219,4.0,39.9,4.0,0.5,1.0,1.5,anchor_starch,indian,"A traditional Indian rice prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",energy rich;carb conscious;comfort food;sustained energy;hearty,https://en.wikipedia.org/wiki/Curd_Rice
Muhammara,recipe,Snack; Lunch,vegan,veg_raw,Easy,14,135,2.7,19.9,5.4,0.5,1.0,1.5,side,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Muhammara
Omelette,recipe,Breakfast,egg,egg,Easy,14,209,11.4,5.7,14.2,0.5,1.0,1.5,complete_meal,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Omelette
Lemon Chicken,recipe,Lunch; Dinner,non-veg,chicken,Medium,35,286,24.2,8.8,15.4,0.5,1.0,1.5,anchor_protein,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Lemon_Chicken
Gyoza,recipe,Snack; Dinner,veg,veg_raw,Medium,15,150,3.0,22.0,6.0,0.5,1.0,1.5,side,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Gyoza
Boiled Eggs,recipe,Breakfast,egg,egg,Easy,14,209,11.4,5.7,14.2,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Boiled_Eggs
Gajar Ka Halwa,recipe,Lunch; Dinner,dairy,veg_raw,Medium,15,158,3.2,23.1,6.3,0.5,1.0,1.5,side,indian,"A traditional Indian veg_raw prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Gajar_Ka_Halwa
Ratatouille,recipe,Lunch; Dinner,vegan,veg_curry,Medium,25,171,4.8,17.1,9.5,0.5,1.0,1.5,anchor_veg,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Ratatouille
Burrito Bowl,recipe,Lunch; Dinner,non-veg,rice,Easy,23,230,4.2,41.8,4.2,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Burrito_Bowl
Yakitori,recipe,Snack,non-veg,chicken,Medium,35,286,24.2,8.8,15.4,0.5,1.0,1.5,anchor_protein,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Yakitori
Lauki Kofta,recipe,Lunch; Dinner,veg,veg_curry,Medium,25,180,5.0,18.0,10.0,0.5,1.0,1.5,anchor_veg,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Lauki_Kofta
Dolma,recipe,Lunch; Dinner,vegan,veg_curry,Medium,25,171,4.8,17.1,9.5,0.5,1.0,1.5,anchor_veg,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Dolma
Sweet and Sour Pork,recipe,Lunch; Dinner,non-veg,kabab,Medium,40,308,19.8,11.0,19.8,0.5,1.0,1.5,anchor_protein,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Sweet_and_Sour_Pork
Egg Cutlet,recipe,Breakfast,egg,veg_curry,Easy,23,171,4.8,17.1,9.5,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Cutlet
Baklava,recipe,Snack,veg,veg_raw,Hard,16,165,3.3,24.2,6.6,0.5,1.0,1.5,side,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Baklava
Hummus Bowl,recipe,Lunch; Dinner,vegan,veg_raw,Easy,14,135,2.7,19.9,5.4,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Hummus_Bowl
Miso Glazed Salmon,recipe,Lunch; Dinner,non-veg,fish,Medium,30,242,22.0,6.6,13.2,0.5,1.0,1.5,anchor_protein,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Miso_Glazed_Salmon
Gulab Jamun,recipe,Lunch; Dinner,dairy,veg_raw,Medium,15,158,3.2,23.1,6.3,0.5,1.0,1.5,side,indian,"A traditional Indian veg_raw prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Gulab_Jamun
Quiche Lorraine,recipe,Lunch; Dinner,egg,egg,Hard,16,242,13.2,6.6,16.5,0.5,1.0,1.5,complete_meal,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Quiche_Lorraine
Congee,recipe,Breakfast,veg,grain_breakfast,Easy,19,228,5.7,36.1,6.6,0.5,1.0,1.5,complete_meal,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Congee
Knafeh,recipe,Snack,dairy,veg_raw,Hard,16,173,3.5,25.4,6.9,0.5,1.0,1.5,side,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Knafeh
Acai Bowl,recipe,Breakfast; Snack,vegan,fruit,Easy,9,162,2.7,31.6,1.8,0.5,1.0,1.5,beverage,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",refreshing;hydrating;light;aromatic;soothing,https://en.wikipedia.org/wiki/Acai_Bowl
Pork Ribs,recipe,Lunch; Dinner,non-veg,kabab,Hard,44,339,21.8,12.1,21.8,0.5,1.0,1.5,anchor_protein,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Pork_Ribs
Mapo Tofu,recipe,Lunch; Dinner,veg,veg_curry,Medium,25,180,5.0,18.0,10.0,0.5,1.0,1.5,anchor_protein,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Mapo_Tofu
Soba Noodles,recipe,Lunch; Dinner,vegan,pasta,Easy,23,289,9.0,43.3,9.0,0.5,1.0,1.5,complete_meal,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Soba_Noodles
Rasmalai,recipe,Lunch; Dinner,dairy,veg_raw,Medium,15,158,3.2,23.1,6.3,0.5,1.0,1.5,side,indian,"A traditional Indian veg_raw prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Rasmalai
Lamb Kofta,recipe,Lunch; Dinner,non-veg,kabab,Medium,40,308,19.8,11.0,19.8,0.5,1.0,1.5,anchor_protein,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Lamb_Kofta
Egg Kofta,recipe,Breakfast,egg,veg_curry,Easy,23,171,4.8,17.1,9.5,0.5,1.0,1.5,complete_meal,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Egg_Kofta
Falafel Bowl,recipe,Lunch; Dinner,vegan,veg_raw,Easy,14,135,2.7,19.9,5.4,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Falafel_Bowl
Peking Duck,recipe,Lunch; Dinner,non-veg,chicken,Hard,38,315,26.6,9.7,16.9,0.5,1.0,1.5,anchor_protein,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Peking_Duck
Udon Noodles,recipe,Lunch; Dinner,veg,pasta,Easy,23,304,9.5,45.6,9.5,0.5,1.0,1.5,complete_meal,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Udon_Noodles
Karela Masala,recipe,Lunch; Dinner,veg,veg_curry,Medium,25,180,5.0,18.0,10.0,0.5,1.0,1.5,anchor_veg,indian,"A traditional Indian veg_curry prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",fibre rich;vegetable forward;light;digestible;vitamin rich,https://en.wikipedia.org/wiki/Karela_Masala
Fish and Chips,recipe,Lunch; Dinner,non-veg,fish,Medium,30,242,22.0,6.6,13.2,0.5,1.0,1.5,complete_meal,continental,A refined continental dish showcasing clean flavours and precise technique. The preparation highlights the natural qualities of the main ingredient with subtle herb and butter notes.,balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Fish_and_Chips
Moong Dal Halwa,recipe,Lunch; Dinner,dairy,veg_raw,Hard,16,173,3.5,25.4,6.9,0.5,1.0,1.5,side,indian,"A traditional Indian veg_raw prepared with aromatic spices and fresh ingredients. The dish offers a balanced flavour profile with warming notes of cumin, coriander and turmeric.",accompaniment;light bite;flavour enhancer;complementary;quick,https://en.wikipedia.org/wiki/Moong_Dal_Halwa
Mujaddara,recipe,Lunch; Dinner,vegan,rice,Easy,23,199,3.6,36.1,3.6,0.5,1.0,1.5,complete_meal,middle_eastern,"An authentic Middle Eastern dish characterised by earthy spices, tahini and fresh herbs. The flavour is aromatic and nuanced with a satisfying richness.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Mujaddara
Char Siu,recipe,Lunch; Dinner,non-veg,kabab,Hard,44,339,21.8,12.1,21.8,0.5,1.0,1.5,anchor_protein,chinese,"A classic Chinese preparation featuring bold wok-hei flavours, soy sauce and fresh aromatics. The texture is satisfying with a savoury-sweet balance typical of the cuisine.",high protein;muscle friendly;satiating;lean;nutrient dense,https://en.wikipedia.org/wiki/Char_Siu
Buddha Bowl,recipe,Lunch; Dinner,vegan,veg_raw,Easy,14,135,2.7,19.9,5.4,0.5,1.0,1.5,complete_meal,global,"A nourishing global bowl combining diverse ingredients in harmonious balance. The dish is versatile, wholesome and designed for modern healthy eating.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Buddha_Bowl
Yakisoba,recipe,Lunch; Dinner,veg,pasta,Medium,25,320,10.0,48.0,10.0,0.5,1.0,1.5,complete_meal,japanese,"A delicate Japanese preparation emphasising umami, seasonal ingredients and meticulous presentation. The taste is clean and balanced with subtle sweetness and depth.",balanced meal;single serve;nutritious;wholesome;filling,https://en.wikipedia.org/wiki/Yakisoba
